Country,state_name,Year,Name Of The Region,Additional Info,"Distribution Of Offices Of Scheduled Commercial Banks (UOM:Number), Scaling Factor:1","Credit-Deposit Ratio Of Scheduled Commercial Banks According To Place Of Sanction (UOM:Ratio), Scaling Factor:1","Credit-Deposit Ratio Of Scheduled Commercial Banks According To Place Of Utilisation (UOM:Ratio), Scaling Factor:1","Deposits By Scheduled Commercial Banks In India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit By Scheduled Commercial Banks In India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit To Agriculture By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit To Industry By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Personal Loans By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Regional Rural Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit Of Regional Rural Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit-Deposit Ratio Of Regional Rural Banks (UOM:Ratio), Scaling Factor:1","Number Of Branches Of Regional Rural Banks (UOM:Number), Scaling Factor:1"
India,Goa,"Calendar Year (Jan - Dec), 2013",Western Region,,570.0,28.8,29.5,39800.0,11500.0,700.0,3400.0,4200.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2013",Western Region,,6084.0,72.8,81.5,358800.0,261300.0,31200.0,158800.0,43300.0,6100.0,3200.0,52.2,519.0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Northern Region,,3412.0,76.5,86.0,169400.0,129700.0,25800.0,57200.0,23100.0,8500.0,5500.0,65.4,508.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2013",Northern Region,,1264.0,35.1,41.6,45000.0,15800.0,3300.0,6300.0,4400.0,2100.0,900.0,43.4,187.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2013",Northern Region,,1364.0,36.9,37.2,59400.0,21900.0,2800.0,4100.0,7200.0,2600.0,1000.0,39.6,266.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2013",Eastern Region,,2368.0,32.1,35.8,104100.0,33400.0,4600.0,13400.0,10200.0,4000.0,1500.0,37.1,417.0
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Southern Region,,7797.0,71.9,76.5,462200.0,332300.0,54300.0,125000.0,86400.0,17700.0,15100.0,85.5,1325.0
India,Kerala,"Calendar Year (Jan - Dec), 2013",Southern Region,,5430.0,73.1,74.0,236700.0,173100.0,35400.0,24300.0,61400.0,6800.0,7600.0,110.9,496.0
India,Ladakh,"Calendar Year (Jan - Dec), 2013",Northern Region,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2013",Southern Region,,12.0,9.9,9.9,600.0,100.0,0.0,0.0,,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2013",Central Region,,5085.0,58.2,57.4,198600.0,115700.0,29200.0,34700.0,21800.0,12700.0,7100.0,56.1,1127.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2013",Western Region,,10272.0,89.4,80.8,,,61300.0,646000.0,148600.0,6200.0,4300.0,68.9,650.0
India,Manipur,"Calendar Year (Jan - Dec), 2013",North-Eastern Region,,111.0,28.6,30.2,5100.0,1500.0,300.0,200.0,800.0,100.0,0.0,34.6,27.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2013",North-Eastern Region,,256.0,24.0,24.6,13700.0,3300.0,300.0,1200.0,1200.0,1000.0,400.0,37.9,55.0
India,Mizoram,"Calendar Year (Jan - Dec), 2013",North-Eastern Region,,122.0,35.3,38.7,4100.0,1500.0,300.0,200.0,900.0,1000.0,500.0,44.7,59.0
India,Nagaland,"Calendar Year (Jan - Dec), 2013",North-Eastern Region,,124.0,28.4,33.5,6300.0,1800.0,400.0,400.0,1100.0,100.0,,30.0,9.0
India,Odisha,"Calendar Year (Jan - Dec), 2013",Eastern Region,,3558.0,46.3,50.9,142800.0,66200.0,11300.0,26300.0,15300.0,10100.0,6100.0,61.1,884.0
India,Puducherry,"Calendar Year (Jan - Dec), 2013",Southern Region,,187.0,83.3,80.4,8200.0,6900.0,1300.0,1100.0,2500.0,200.0,200.0,117.6,27.0
India,Punjab,"Calendar Year (Jan - Dec), 2013",Northern Region,,4854.0,81.6,78.9,199800.0,163000.0,36700.0,64700.0,20500.0,3900.0,3100.0,79.9,300.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2013",Northern Region,,5359.0,92.6,102.9,176300.0,163200.0,41200.0,74200.0,27400.0,12400.0,9300.0,74.7,1159.0
India,Sikkim,"Calendar Year (Jan - Dec), 2013",Eastern Region,,98.0,27.2,37.5,4900.0,1300.0,100.0,600.0,800.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2013",Southern Region,,8245.0,123.3,122.2,445500.0,549300.0,90600.0,209200.0,111100.0,3900.0,5300.0,133.5,346.0
India,Telangana,"Calendar Year (Jan - Dec), 2013",Southern Region,,,,,,,,,,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2013",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,47.0,18.55,30.15,2000.0,700.0,0.0,800.0,200.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2013",Western Region,,40.0,9.55,17.1,2500.0,500.0,0.0,600.0,100.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2013",North-Eastern Region,,301.0,32.8,35.7,11800.0,3900.0,700.0,400.0,1800.0,3000.0,1300.0,44.4,114.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2013",Central Region,,13092.0,44.1,53.0,511100.0,225200.0,64500.0,85100.0,46300.0,44300.0,23300.0,52.5,3396.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2013",Central Region,,1586.0,34.8,37.3,65900.0,23000.0,4800.0,7200.0,7200.0,2200.0,1200.0,57.6,231.0
India,West Bengal,"Calendar Year (Jan - Dec), 2013",Eastern Region,,6402.0,62.0,63.3,435600.0,270100.0,21000.0,137600.0,31300.0,12200.0,6000.0,49.1,907.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2012",Eastern Region,,46.0,38.5,41.6,2000.0,800.0,0.0,100.0,400.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2012",Southern Region,,8333.0,111.3,119.8,345200.0,384200.0,80300.0,158600.0,77900.0,15300.0,16800.0,109.8,1403.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2012",North-Eastern Region,,96.0,23.9,28.4,5800.0,1400.0,100.0,300.0,800.0,200.0,,17.1,18.0
India,Assam,"Calendar Year (Jan - Dec), 2012",North-Eastern Region,,1639.0,37.7,40.3,66600.0,25100.0,4000.0,5300.0,10400.0,5200.0,2800.0,53.7,407.0
India,Bihar,"Calendar Year (Jan - Dec), 2012",Eastern Region,,4650.0,29.7,31.7,139300.0,41400.0,15400.0,4900.0,13500.0,15100.0,7000.0,46.7,1537.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2012",Northern Region,,363.0,115.5,114.5,39400.0,45500.0,4400.0,23000.0,5800.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2012",Central Region,,1597.0,53.6,56.1,68300.0,36600.0,7100.0,14000.0,7300.0,5100.0,1700.0,33.0,467.0
India,Delhi,"Calendar Year (Jan - Dec), 2012",Northern Region,,2876.0,95.6,93.8,684100.0,653700.0,19800.0,322100.0,58000.0,,,,
India,Goa,"Calendar Year (Jan - Dec), 2012",Western Region,,521.0,28.1,30.1,36500.0,10200.0,400.0,4200.0,3500.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2012",Western Region,,5548.0,70.4,78.1,303100.0,213400.0,26700.0,129200.0,33900.0,5400.0,2500.0,46.2,476.0
India,Haryana,"Calendar Year (Jan - Dec), 2012",Northern Region,,3022.0,79.4,94.5,145800.0,115800.0,23100.0,51800.0,19500.0,7000.0,4900.0,69.4,446.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2012",Northern Region,,1164.0,38.9,45.0,38000.0,14800.0,2800.0,5700.0,4100.0,1900.0,800.0,42.8,160.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2012",Northern Region,,1198.0,33.8,34.1,50000.0,16900.0,1600.0,3000.0,5700.0,2300.0,900.0,38.8,263.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2012",Eastern Region,,2180.0,33.9,34.3,87900.0,29800.0,3300.0,9700.0,8900.0,3700.0,1300.0,35.0,416.0
India,Karnataka,"Calendar Year (Jan - Dec), 2012",Southern Region,,7137.0,71.4,74.7,410100.0,292800.0,45200.0,105900.0,71800.0,15000.0,13100.0,87.0,1272.0
India,Kerala,"Calendar Year (Jan - Dec), 2012",Southern Region,,5006.0,76.4,75.7,200600.0,153200.0,28900.0,18400.0,50300.0,5500.0,6100.0,111.2,404.0
India,Ladakh,"Calendar Year (Jan - Dec), 2012",Northern Region,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2012",Southern Region,,12.0,9.7,9.6,600.0,100.0,0.0,0.0,,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2012",Central Region,,4805.0,56.6,60.7,166900.0,94500.0,27000.0,29800.0,20500.0,11200.0,5900.0,53.1,1106.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2012",Western Region,,9608.0,91.8,82.5,,,44000.0,542000.0,135800.0,5600.0,3300.0,59.5,630.0
India,Manipur,"Calendar Year (Jan - Dec), 2012",North-Eastern Region,,94.0,31.3,33.2,4100.0,1300.0,300.0,100.0,700.0,100.0,,27.1,27.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2012",North-Eastern Region,,237.0,25.8,28.2,11100.0,2900.0,300.0,1000.0,1100.0,800.0,300.0,34.4,55.0
India,Mizoram,"Calendar Year (Jan - Dec), 2012",North-Eastern Region,,111.0,38.9,41.9,3400.0,1300.0,200.0,100.0,900.0,900.0,400.0,41.7,58.0
India,Nagaland,"Calendar Year (Jan - Dec), 2012",North-Eastern Region,,108.0,27.2,47.6,5700.0,1600.0,200.0,300.0,900.0,100.0,,28.0,9.0
India,Odisha,"Calendar Year (Jan - Dec), 2012",Eastern Region,,3319.0,47.3,50.6,124500.0,58800.0,10000.0,21000.0,13800.0,9700.0,5600.0,58.2,875.0
India,Puducherry,"Calendar Year (Jan - Dec), 2012",Southern Region,,171.0,71.5,69.9,7700.0,5500.0,1000.0,900.0,1900.0,100.0,200.0,120.0,25.0
India,Punjab,"Calendar Year (Jan - Dec), 2012",Northern Region,,4346.0,80.9,83.2,172900.0,139900.0,31200.0,56500.0,18600.0,3500.0,2600.0,74.8,277.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2012",Northern Region,,4936.0,90.9,96.1,150600.0,136900.0,33200.0,56400.0,22700.0,11400.0,8200.0,72.3,1100.0
India,Sikkim,"Calendar Year (Jan - Dec), 2012",Eastern Region,,89.0,33.1,57.9,4000.0,1300.0,0.0,1100.0,700.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2012",Southern Region,,7641.0,116.9,119.5,398900.0,466200.0,74800.0,186400.0,89200.0,3400.0,4300.0,128.8,336.0
India,Telangana,"Calendar Year (Jan - Dec), 2012",Southern Region,,,,,,,,,,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2012",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,40.0,15.05,30.25,1600.0,500.0,0.0,700.0,200.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2012",Western Region,,34.0,8.7,16.9,2100.0,400.0,0.0,500.0,100.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2012",North-Eastern Region,,271.0,31.3,31.7,10400.0,3300.0,500.0,300.0,1400.0,2800.0,1200.0,42.4,113.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2012",Central Region,,12096.0,44.0,47.4,431000.0,189700.0,53300.0,64800.0,37300.0,39200.0,20400.0,51.9,3171.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2012",Central Region,,1450.0,35.6,39.0,56400.0,20100.0,4200.0,6800.0,6100.0,1800.0,1000.0,55.1,214.0
India,West Bengal,"Calendar Year (Jan - Dec), 2012",Eastern Region,,6061.0,63.8,65.1,373900.0,238800.0,18700.0,117100.0,26200.0,10900.0,5200.0,48.3,905.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2011",Eastern Region,,42.0,38.1,39.1,1800.0,700.0,0.0,100.0,400.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2011",Southern Region,,7571.0,109.7,114.9,292700.0,321200.0,61200.0,130900.0,70600.0,13600.0,13600.0,100.4,1341.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2011",North-Eastern Region,,86.0,23.7,27.4,5200.0,1200.0,100.0,400.0,700.0,200.0,,21.5,18.0
India,Assam,"Calendar Year (Jan - Dec), 2011",North-Eastern Region,,1546.0,36.5,38.9,58500.0,21400.0,2900.0,4100.0,9100.0,4700.0,2200.0,48.0,409.0
India,Bihar,"Calendar Year (Jan - Dec), 2011",Eastern Region,,4323.0,29.5,31.6,119200.0,35200.0,12200.0,4600.0,11700.0,13700.0,6000.0,43.5,1521.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2011",Northern Region,,337.0,121.6,119.8,38000.0,46200.0,6600.0,17500.0,5000.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2011",Central Region,,1423.0,52.3,56.1,56800.0,29700.0,7400.0,12100.0,6600.0,4400.0,1400.0,32.5,456.0
India,Delhi,"Calendar Year (Jan - Dec), 2011",Northern Region,,2629.0,86.8,80.8,635900.0,552000.0,20300.0,225100.0,50100.0,,,,
India,Goa,"Calendar Year (Jan - Dec), 2011",Western Region,,470.0,29.1,31.1,31600.0,9200.0,500.0,3600.0,3200.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2011",Western Region,,5073.0,66.2,74.4,259500.0,171700.0,20500.0,105500.0,29500.0,4600.0,2000.0,44.3,447.0
India,Haryana,"Calendar Year (Jan - Dec), 2011",Northern Region,,2690.0,71.7,85.6,129400.0,92800.0,19400.0,38700.0,20600.0,7400.0,5100.0,69.0,416.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2011",Northern Region,,1077.0,41.6,48.6,32400.0,13500.0,2400.0,5800.0,3900.0,1600.0,700.0,42.6,156.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2011",Northern Region,,1041.0,38.1,35.7,40200.0,15300.0,1400.0,2900.0,4800.0,2000.0,700.0,35.5,260.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2011",Eastern Region,,1984.0,34.4,35.6,75500.0,26000.0,2600.0,8700.0,8200.0,3500.0,1100.0,31.7,413.0
India,Karnataka,"Calendar Year (Jan - Dec), 2011",Southern Region,,6518.0,72.7,76.3,347400.0,252600.0,37000.0,90900.0,61300.0,13900.0,11300.0,81.3,1213.0
India,Kerala,"Calendar Year (Jan - Dec), 2011",Southern Region,,4690.0,73.1,73.8,170900.0,125000.0,23200.0,16500.0,44700.0,4800.0,5600.0,115.4,404.0
India,Ladakh,"Calendar Year (Jan - Dec), 2011",Northern Region,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2011",Southern Region,,12.0,8.7,8.8,500.0,0.0,0.0,0.0,0.0,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2011",Central Region,,4453.0,55.6,60.1,138100.0,76800.0,21100.0,25700.0,17400.0,10100.0,5300.0,52.1,1094.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2011",Western Region,,8816.0,83.0,75.0,,,37600.0,465700.0,121300.0,4700.0,2500.0,52.9,583.0
India,Manipur,"Calendar Year (Jan - Dec), 2011",North-Eastern Region,,83.0,34.8,36.6,3400.0,1200.0,200.0,100.0,700.0,100.0,,34.7,27.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2011",North-Eastern Region,,221.0,24.4,29.6,9600.0,2300.0,200.0,900.0,1000.0,700.0,200.0,31.9,55.0
India,Mizoram,"Calendar Year (Jan - Dec), 2011",North-Eastern Region,,100.0,46.0,49.8,2500.0,1200.0,200.0,100.0,800.0,400.0,200.0,54.0,59.0
India,Nagaland,"Calendar Year (Jan - Dec), 2011",North-Eastern Region,,95.0,26.1,27.5,5200.0,1400.0,100.0,200.0,800.0,0.0,,26.2,8.0
India,Odisha,"Calendar Year (Jan - Dec), 2011",Eastern Region,,3029.0,52.5,55.7,102800.0,54000.0,10400.0,18400.0,12600.0,8900.0,4800.0,54.4,874.0
India,Puducherry,"Calendar Year (Jan - Dec), 2011",Southern Region,,159.0,62.7,63.7,6900.0,4300.0,700.0,700.0,1600.0,100.0,100.0,106.5,25.0
India,Punjab,"Calendar Year (Jan - Dec), 2011",Northern Region,,3895.0,77.8,92.9,152800.0,119000.0,26300.0,64400.0,17900.0,3000.0,2100.0,69.4,251.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2011",Northern Region,,4507.0,90.4,95.8,128000.0,115700.0,26800.0,49500.0,20800.0,9800.0,7100.0,71.8,1049.0
India,Sikkim,"Calendar Year (Jan - Dec), 2011",Eastern Region,,82.0,37.9,62.4,3300.0,1200.0,0.0,1000.0,700.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2011",Southern Region,,6864.0,115.1,119.4,342300.0,394100.0,56600.0,165500.0,75800.0,2800.0,3400.0,120.9,298.0
India,Telangana,"Calendar Year (Jan - Dec), 2011",Southern Region,,,,,,,,,,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2011",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,34.0,17.4,28.1,1200.0,400.0,0.0,500.0,100.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2011",Western Region,,24.0,10.65,21.9,1700.0,400.0,0.0,600.0,100.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2011",North-Eastern Region,,247.0,32.2,33.2,8600.0,2800.0,400.0,300.0,1200.0,2300.0,1000.0,44.0,113.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2011",Central Region,,11040.0,44.0,48.2,371500.0,163300.0,43600.0,54100.0,34100.0,35400.0,16400.0,46.5,3092.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2011",Central Region,,1278.0,35.4,39.1,48700.0,17200.0,3600.0,5500.0,5500.0,1600.0,900.0,55.5,190.0
India,West Bengal,"Calendar Year (Jan - Dec), 2011",Eastern Region,,5678.0,63.7,65.1,314200.0,200100.0,15400.0,91400.0,27400.0,9800.0,4400.0,45.2,886.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2010",Eastern Region,,37.0,36.5,41.1,1600.0,600.0,0.0,100.0,300.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2010",Southern Region,,7132.0,105.1,109.7,249300.0,262100.0,49200.0,102200.0,57600.0,11300.0,10900.0,96.4,1312.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2010",North-Eastern Region,,80.0,27.5,34.4,4100.0,1100.0,100.0,300.0,600.0,100.0,,20.1,18.0
India,Assam,"Calendar Year (Jan - Dec), 2010",North-Eastern Region,,1477.0,37.8,40.5,48600.0,18400.0,2200.0,3500.0,8600.0,3700.0,1700.0,47.5,399.0
India,Bihar,"Calendar Year (Jan - Dec), 2010",Eastern Region,,4142.0,29.0,29.7,100400.0,29100.0,10300.0,3400.0,8400.0,12800.0,5300.0,41.6,1500.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2010",Northern Region,,326.0,131.1,133.7,31500.0,41300.0,7400.0,16200.0,4000.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2010",Central Region,,1331.0,52.3,55.1,47800.0,25000.0,5700.0,8900.0,5300.0,3800.0,1200.0,32.2,440.0
India,Delhi,"Calendar Year (Jan - Dec), 2010",Northern Region,,2456.0,74.6,70.6,565000.0,421600.0,19900.0,189200.0,38800.0,,,,
India,Goa,"Calendar Year (Jan - Dec), 2010",Western Region,,443.0,26.5,27.9,29200.0,7700.0,200.0,3200.0,2500.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2010",Western Region,,4733.0,65.3,75.2,215200.0,140500.0,17700.0,88800.0,24400.0,3900.0,1800.0,46.6,419.0
India,Haryana,"Calendar Year (Jan - Dec), 2010",Northern Region,,2438.0,63.3,76.1,109200.0,69100.0,15700.0,31200.0,14400.0,6700.0,4900.0,74.1,368.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2010",Northern Region,,1017.0,42.2,51.0,26900.0,11400.0,2200.0,5100.0,3300.0,1300.0,500.0,41.6,155.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2010",Northern Region,,1013.0,46.4,47.8,34000.0,15800.0,1300.0,3200.0,4200.0,1700.0,600.0,35.2,251.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2010",Eastern Region,,1862.0,35.1,36.8,63600.0,22300.0,2000.0,8100.0,6800.0,3100.0,900.0,29.0,406.0
India,Karnataka,"Calendar Year (Jan - Dec), 2010",Southern Region,,6271.0,77.6,80.4,289800.0,224800.0,31000.0,81900.0,55000.0,11700.0,9900.0,84.4,1197.0
India,Kerala,"Calendar Year (Jan - Dec), 2010",Southern Region,,4390.0,63.1,64.5,152100.0,96000.0,17000.0,13700.0,39300.0,4400.0,4700.0,108.7,404.0
India,Ladakh,"Calendar Year (Jan - Dec), 2010",Northern Region,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2010",Southern Region,,11.0,7.3,7.7,400.0,0.0,0.0,0.0,0.0,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2010",Central Region,,4270.0,60.6,63.7,118200.0,71600.0,21300.0,21800.0,16300.0,9100.0,4800.0,52.2,1085.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2010",Western Region,,8321.0,82.9,75.8,1202000.0,996900.0,35300.0,413500.0,96300.0,4100.0,2100.0,51.3,584.0
India,Manipur,"Calendar Year (Jan - Dec), 2010",North-Eastern Region,,81.0,42.1,44.8,2700.0,1100.0,200.0,100.0,800.0,100.0,,36.6,28.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2010",North-Eastern Region,,213.0,25.6,32.7,7600.0,2000.0,200.0,900.0,900.0,500.0,200.0,35.0,55.0
India,Mizoram,"Calendar Year (Jan - Dec), 2010",North-Eastern Region,,98.0,53.2,57.7,2200.0,1200.0,200.0,100.0,800.0,500.0,200.0,48.4,59.0
India,Nagaland,"Calendar Year (Jan - Dec), 2010",North-Eastern Region,,90.0,30.3,40.2,4200.0,1300.0,200.0,400.0,900.0,0.0,,27.3,9.0
India,Odisha,"Calendar Year (Jan - Dec), 2010",Eastern Region,,2876.0,54.4,58.1,82400.0,44800.0,7900.0,15700.0,11400.0,7900.0,4100.0,51.2,872.0
India,Puducherry,"Calendar Year (Jan - Dec), 2010",Southern Region,,145.0,57.2,59.2,6100.0,3500.0,500.0,700.0,1300.0,,,107.3,15.0
India,Punjab,"Calendar Year (Jan - Dec), 2010",Northern Region,,3595.0,71.5,73.0,133200.0,95300.0,20300.0,42000.0,14000.0,2500.0,1600.0,67.0,228.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2010",Northern Region,,4242.0,88.4,96.6,106700.0,94300.0,21400.0,40700.0,19100.0,8500.0,5800.0,68.1,1042.0
India,Sikkim,"Calendar Year (Jan - Dec), 2010",Eastern Region,,74.0,37.2,49.5,3100.0,1200.0,100.0,400.0,600.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2010",Southern Region,,6474.0,113.8,113.5,283600.0,322900.0,44000.0,128000.0,63600.0,2300.0,2700.0,115.1,286.0
India,Telangana,"Calendar Year (Jan - Dec), 2010",Southern Region,,,,,,,,,,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2010",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,27.0,30.0,46.45,1000.0,600.0,0.0,700.0,100.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2010",Western Region,,19.0,10.1,22.35,1400.0,300.0,0.0,500.0,100.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2010",North-Eastern Region,,229.0,30.7,31.6,7500.0,2300.0,300.0,300.0,1000.0,1900.0,800.0,41.0,101.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2010",Central Region,,10475.0,43.3,47.4,312300.0,135100.0,40900.0,43400.0,28000.0,30600.0,14100.0,46.2,3003.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2010",Central Region,,1204.0,33.7,38.2,42000.0,14200.0,2800.0,4900.0,4500.0,1300.0,800.0,60.9,183.0
India,West Bengal,"Calendar Year (Jan - Dec), 2010",Eastern Region,,5368.0,61.5,64.8,276100.0,170000.0,12800.0,81900.0,25500.0,8500.0,3500.0,41.6,884.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2009",Eastern Region,,37.0,31.7,38.1,1400.0,400.0,0.0,100.0,200.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2009",Southern Region,,6635.0,96.4,104.9,218400.0,210400.0,37800.0,82100.0,53000.0,9600.0,8900.0,92.9,1257.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2009",North-Eastern Region,,77.0,25.5,33.9,3600.0,900.0,100.0,100.0,500.0,100.0,,18.9,18.0
India,Assam,"Calendar Year (Jan - Dec), 2009",North-Eastern Region,,1421.0,38.5,41.5,39300.0,15100.0,1600.0,3300.0,7400.0,3000.0,1500.0,48.3,402.0
India,Bihar,"Calendar Year (Jan - Dec), 2009",Eastern Region,,3904.0,26.8,26.6,87000.0,23300.0,8300.0,2200.0,7000.0,11100.0,4400.0,39.3,1479.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2009",Northern Region,,307.0,115.0,119.9,27800.0,32000.0,5600.0,12800.0,4000.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2009",Central Region,,1243.0,46.3,52.3,39200.0,18100.0,2600.0,8200.0,4800.0,3200.0,1000.0,30.0,431.0
India,Delhi,"Calendar Year (Jan - Dec), 2009",Northern Region,,2272.0,68.9,68.8,515000.0,355100.0,16800.0,171900.0,43700.0,,,,
India,Goa,"Calendar Year (Jan - Dec), 2009",Western Region,,420.0,26.7,26.6,23700.0,6300.0,200.0,2200.0,2100.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2009",Western Region,,4435.0,63.7,74.6,186900.0,119000.0,14400.0,76000.0,22700.0,3500.0,1700.0,49.1,418.0
India,Haryana,"Calendar Year (Jan - Dec), 2009",Northern Region,,2192.0,61.4,74.0,87000.0,53400.0,12500.0,26100.0,12300.0,4000.0,2700.0,68.2,343.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2009",Northern Region,,957.0,38.6,47.1,23800.0,9200.0,1700.0,4200.0,2900.0,1100.0,500.0,41.4,151.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2009",Northern Region,,984.0,47.2,47.3,29300.0,13800.0,1000.0,3100.0,3800.0,1400.0,500.0,33.7,249.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2009",Eastern Region,,1747.0,32.0,35.7,55100.0,17700.0,1400.0,7200.0,6000.0,2800.0,700.0,25.9,398.0
